19.815,-0.79422544,1
19.815,-0.605116015,0.991927779
19.8075,-0.416013182,0.978132297
19.815,-0.22691488,0.952559388
19.815,-0.037819051,0.949520654
19.815,0.151276367,0.935510782
19.815,0.340373433,0.921239916
19.83,-1.929135919,0.919049417
20.4825,-1.172472313,0.862809524
20.7075,-2.118349262,0.782977494
20.4525,0.907695117,0.704455102
20.6025,-2.87545454,0.683169978
19.3575,1.096819377,0.679390202
21.4125,-0.79422544,0.678579252
21.4725,-0.605116015,0.673806761
21.6075,-0.983343519,0.667197979
21.7125,-1.172472313,0.663912231
21.3375,-0.22691488,0.660831551
21.705,-1.361613885,0.651365799
21.5625,-1.550770299,0.649823129
20.6925,1.28595559,0.64616919
20.535,1.47510582,0.615707275
21.4725,0.151276367,0.610790304
21.4275,-2.118349262,0.595163192
19.3425,2.421139553,0.581493547
19.8675,-2.30758572,0.563018787
21.4275,0.529474206,0.561615936
21.48,-2.496847368,0.543257691
21.5775,0.718580747,0.533456374
20.5575,2.042661267,0.516062881
19.6875,2.799723582,0.50791609
20.6325,2.23188823,0.497466944
21.6075,-2.87545454,0.49597088
19.6575,2.989060446,0.478502817
19.8525,1.096819377,0.476643224
20.58,2.421139553,0.476116572
20.73,2.610417311,0.451253944
21.615,1.47510582,0.437474308
19.5075,3.367834289,0.433798931
19.1325,2.799723582,0.430355653
19.59,3.557275445,0.417128303
19.8525,2.989060446,0.413600667
19.6425,3.746755549,0.40617208
20.715,3.178429986,0.398448474
21.6825,2.042661267,0.383935721
19.5975,3.936276697,0.38311405
20.775,3.367834289,0.382135783
21.6675,2.23188823,0.375208214
20.76,3.557275445,0.372919376
20.6775,3.746755549,0.363148819
21.615,2.610417311,0.354529905
19.635,4.125840991,0.350907659
20.73,3.936276697,0.341739256
21.7725,2.799723582,0.336496507
21.6975,3.178429986,0.329174648
19.815,4.315450538,0.328319421
21.7275,3.367834289,0.316852393
20.6625,4.125840991,0.315450474
19.7775,4.505107447,0.312078038
21.795,3.557275445,0.309981684
21.8175,3.746755549,0.304009545
20.775,4.315450538,0.296344663
21.7875,3.936276697,0.289230669
19.785,4.694813835,0.283364327
20.8275,4.505107447,0.282456435
21.7125,4.125840991,0.270387252
21.75,4.315450538,0.260987682
20.7975,4.694813835,0.256786119
20.79,4.884571821,0.243373741
19.7325,5.07438353,0.24285408
21.84,4.694813835,0.225985841
21.8025,4.884571821,0.211990418
19.7775,5.264251093,0.211881359
21.72,5.07438353,0.201304512
19.7775,5.454176647,0.193057983
21.765,5.264251093,0.179320759
20.8275,5.454176647,0.177864776
19.9125,5.644162333,0.169959406
21.8925,5.454176647,0.162813719
20.85,5.644162333,0.16144489
19.9725,5.8342103,0.150725428
21.9225,5.644162333,0.147662458
20.9325,5.8342103,0.145629489
21.99,5.8342103,0.133647926
19.98,6.024322701,0.130674441
20.9325,6.024322701,0.12703728
19.995,6.214501698,0.123311102
10.6725,-1.739943621,0.117708086
22.005,6.024322701,0.117689443
10.665,-1.550770299,0.117490434
10.6425,1.096819377,0.115930519
21.0075,6.214501698,0.115868533
10.6425,1.28595559,0.11496903
10.68,-1.929135919,0.113996821
10.6575,-1.361613885,0.113627233
10.6875,2.989060446,0.112521264
10.605,0.907695117,0.111738277
10.2,3.557275445,0.111513635
10.6875,2.799723582,0.111014947
10.6725,3.178429986,0.110225901
10.7025,3.367834289,0.110044136
10.65,-1.172472313,0.109580869
10.6275,1.47510582,0.108849615
10.725,3.746755549,0.108203185
10.59,0.718580747,0.107972018
22.0125,6.214501698,0.107742248
10.6725,2.610417311,0.106224279
10.695,-2.118349262,0.106026668
20.0025,6.404749458,0.106014551
10.6275,-0.983343519,0.104217875
21.015,6.404749458,0.103077884
10.725,-2.87545454,0.102384847
10.665,2.421139553,0.101735621
10.7175,-2.496847368,0.10089158
